Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Sex_of_driver_encoded,Owner_of_vehicle_Organization,Owner_of_vehicle_Other,Owner_of_vehicle_Owner,Accident_severity_encoded,Time_seconds,Time_binned,Number_of_vehicles_scaled,Number_of_casualties_scaled,Number_of_casualties_decimal_scaled,Time_scaled
17:24:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Other,Owner,Unknown,No defect,Office areas,Unknown,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,62640,Sore,0.16666666666666666,0.44864884805439376,0.2,0.6264
17:24:00,Monday,31-50,Male,Elementary school,Employee,2-5yr,Automobile,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,62640,Sore,0.16666666666666666,0.44864884805439376,0.2,0.6264
18:08:00,Friday,31-50,Male,Elementary school,Other,5-10yr,Automobile,Owner,Unknown,No defect, Church areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,1,0.0,0.0,1.0,0.0,65280,Malam,0.0,-0.5442638586190858,0.1,0.6528
22:24:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Above 10yr,No defect, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Serious Injury,1,0.0,0.0,1.0,1.0,80640,Malam,0.33333333333333337,-0.5442638586190858,0.1,0.8064
22:24:00,Thursday,31-50,Male,High school,Owner,5-10yr,Public (> 45 seats),Owner,Unknown,No defect,  Recreational areas,One way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury,1,0.0,0.0,1.0,1.0,80640,Malam,0.33333333333333337,-0.5442638586190858,0.1,0.8064
22:24:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,  Market areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Other,Pedestrian,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,1,0.0,0.0,1.0,1.0,80640,Malam,0.33333333333333337,-0.5442638586190858,0.1,0.8064
18:30:00,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Other,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Getting off,Pedestrian,Male,Over 51,3,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Moving Backward,Serious Injury,1,0.0,0.0,1.0,1.0,66600,Malam,0.0,-0.5442638586190858,0.1,0.666
16:55:00,Friday,31-50,Male,Junior high school,Other,Below 1yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,3,Going straight,Driver or rider,Male,31-50,3,Employee,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,60900,Sore,0.16666666666666666,1.4415615547278733,0.3,0.609
16:55:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Other,Owner,Unknown,No defect, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,60900,Sore,0.16666666666666666,1.4415615547278733,0.3,0.609
16:55:00,Friday,31-50,Male,High school,Owner,5-10yr,Lorry (41?100Q),Governmental,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,3,Going straight,Pedestrian,Female,18-30,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the right,Slight Injury,1,0.0,0.0,0.0,0.0,60900,Sore,0.16666666666666666,1.4415615547278733,0.3,0.609
16:40:00,Wednesday,Under 18,Male,Elementary school,Owner,5-10yr,Pick up upto 10Q,Governmental,Unknown,No defect,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,0.0,0.0,60000,Sore,0.16666666666666666,-0.5442638586190858,0.1,0.6
16:40:00,Wednesday,18-30,Male,Junior high school,Employee,2-5yr,Public (13?45 seats),Owner,Unknown,No defect,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,60000,Sore,0.16666666666666666,-0.5442638586190858,0.1,0.6
21:51:00,Friday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,4,Moving Backward,Passenger,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,78660,Malam,0.16666666666666666,2.434474261401353,0.4,0.7866
21:51:00,Friday,18-30,Male,Above high school,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Fall from vehicles,2,4,Other,Pedestrian,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,78660,Malam,0.16666666666666666,2.434474261401353,0.4,0.7866
21:51:00,Friday,31-50,Male,Junior high school,Owner,2-5yr,Automobile,Organization,Unknown,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,4,Going straight,Driver or rider,Male,Over 51,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,1,1.0,0.0,0.0,0.0,78660,Malam,0.16666666666666666,2.434474261401353,0.4,0.7866
21:51:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Governmental,2-5yrs,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,4,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,0.0,0.0,78660,Malam,0.16666666666666666,2.434474261401353,0.4,0.7866
19:40:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,31-50,2,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,70800,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.708
19:40:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,70800,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.708
10:30:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,2,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,37800,Siang,0.16666666666666666,-0.5442638586190858,0.1,0.378
10:30:00,Monday,Unknown,Male,Elementary school,Employee,1-2yr,Lorry (41?100Q),Owner,2-5yrs,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,31-50,2,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,37800,Siang,0.16666666666666666,-0.5442638586190858,0.1,0.378
17:30:00,Wednesday,Unknown,Male,High school,Employee,5-10yr,Public (13?45 seats),Owner,2-5yrs,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,T Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Under 18,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,63000,Sore,0.16666666666666666,-0.5442638586190858,0.1,0.63
17:30:00,Wednesday,Unknown,Male,Junior high school,Owner,1-2yr,Automobile,Owner,2-5yrs,No defect, Church areas,other,Tangent road with flat terrain,X Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Over 51,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,63000,Sore,0.16666666666666666,-0.5442638586190858,0.1,0.63
16:00:00,Tuesday,Over 51,Male,Junior high school,Employee,2-5yr,Other,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Male,Under 18,3,Employee,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,57600,Sore,0.16666666666666666,0.44864884805439376,0.2,0.576
16:00:00,Tuesday,31-50,Male,Junior high school,Employee,1-2yr,Other,Owner,Unknown,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,2,2,Going straight,Driver or rider,Female,18-30,3,Other,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,57600,Sore,0.16666666666666666,0.44864884805439376,0.2,0.576
16:00:00,Tuesday,31-50,Male,Elementary school,Employee,Above 10yr,Other,Owner,1-2yr,No defect,School areas,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury,1,0.0,0.0,1.0,0.0,57600,Sore,0.16666666666666666,0.44864884805439376,0.2,0.576
17:50:00,Thursday,Unknown,Male,Junior high school,Employee,2-5yr,Automobile,Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,64200,Sore,0.16666666666666666,-0.5442638586190858,0.1,0.642
17:50:00,Thursday,Over 51,Male,Junior high school,Employee,2-5yr,Other,Owner,Below 1yr,No defect,Other,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury,1,0.0,0.0,1.0,0.0,64200,Sore,0.16666666666666666,-0.5442638586190858,0.1,0.642
19:47:00,Sunday,Unknown,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Pedestrian,Female,31-50,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Driving under the influence of drugs,Slight Injury,1,0.0,0.0,1.0,0.0,71220,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.7122
19:47:00,Sunday,18-30,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,3,Employee,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,1,0.0,0.0,1.0,0.0,71220,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.7122
16:10:00,Monday,Under 18,Male,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,58200,Sore,0.16666666666666666,0.44864884805439376,0.2,0.582
16:10:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,58200,Sore,0.16666666666666666,0.44864884805439376,0.2,0.582
16:10:00,Monday,18-30,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,2,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,58200,Sore,0.16666666666666666,0.44864884805439376,0.2,0.582
8:24:00,Monday,18-30,Male,Elementary school,Employee,2-5yr,Other,Owner,Unknown,No defect, Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,3,1,Going straight,Passenger,Female,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,30240,Pagi,0.33333333333333337,-0.5442638586190858,0.1,0.3024
8:24:00,Monday,Over 51,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,3,1,Going straight,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,1,0.0,0.0,1.0,0.0,30240,Pagi,0.33333333333333337,-0.5442638586190858,0.1,0.3024
8:24:00,Monday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Turnover,Passenger,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,30240,Pagi,0.33333333333333337,-0.5442638586190858,0.1,0.3024
10:40:00,Wednesday,Unknown,Male,High school,Employee,Above 10yr,Public (> 45 seats),Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,3,3,Moving Backward,Passenger,Female,Over 51,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,38400,Siang,0.33333333333333337,1.4415615547278733,0.3,0.384
10:40:00,Wednesday,Unknown,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,3,3,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,38400,Siang,0.33333333333333337,1.4415615547278733,0.3,0.384
10:40:00,Wednesday,Unknown,Male,Junior high school,Owner,2-5yr,Other,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Collision with pedestrians,3,3,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,38400,Siang,0.33333333333333337,1.4415615547278733,0.3,0.384
10:40:00,Wednesday,Unknown,Female,Elementary school,Employee,1-2yr,Other,Owner,5-10yrs,7,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Collision with pedestrians,3,3,Moving Backward,Pedestrian,Female,18-30,2,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,0,0.0,0.0,1.0,0.0,38400,Siang,0.33333333333333337,1.4415615547278733,0.3,0.384
10:40:00,Wednesday,Unknown,Female,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,7,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,3,3,Going straight,Pedestrian,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,0,0.0,0.0,1.0,0.0,38400,Siang,0.33333333333333337,1.4415615547278733,0.3,0.384
14:23:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Pedestrian,Male,Over 51,3,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,51780,Sore,0.16666666666666666,-0.5442638586190858,0.1,0.5178
14:23:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Governmental,Unknown,No defect,School areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury,1,0.0,0.0,0.0,0.0,51780,Sore,0.16666666666666666,-0.5442638586190858,0.1,0.5178
6:40:00,Tuesday,Over 51,Male,Elementary school,Owner,5-10yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury,1,0.0,0.0,1.0,0.0,24000,Pagi,0.16666666666666666,-0.5442638586190858,0.1,0.24
6:40:00,Tuesday,31-50,Male,High school,Other,Above 10yr,Automobile,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with rolling terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,24000,Pagi,0.16666666666666666,-0.5442638586190858,0.1,0.24
9:21:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Other,Governmental,Unknown,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,1,0.0,0.0,0.0,0.0,33660,Pagi,0.16666666666666666,-0.5442638586190858,0.1,0.3366
9:21:00,Wednesday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,33660,Pagi,0.16666666666666666,-0.5442638586190858,0.1,0.3366
21:23:00,Monday,18-30,Male,High school,Owner,5-10yr,Stationwagen,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Gravel roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,76980,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.7698
21:23:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Other,Governmental,Unknown,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Reversing,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,0.0,0.0,76980,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.7698
19:50:00,Tuesday,Unknown,Female,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,0,0.0,0.0,1.0,0.0,71400,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.714
19:50:00,Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Ridden horse,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Overturning,Slight Injury,1,0.0,0.0,1.0,0.0,71400,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.714
19:20:00,Sunday,Unknown,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Below 1yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Pedestrian,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,69600,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.696
19:20:00,Sunday,18-30,Male,Elementary school,Employee,5-10yr,Other,Organization,1-2yr,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Pedestrian,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,1.0,0.0,0.0,0.0,69600,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.696
13:05:00,Friday,Unknown,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,2,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,47100,Siang,0.16666666666666666,0.44864884805439376,0.2,0.471
13:05:00,Friday,18-30,Male,Above high school,Employee,1-2yr,Lorry (41?100Q),Owner,1-2yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,47100,Siang,0.16666666666666666,0.44864884805439376,0.2,0.471
13:05:00,Friday,18-30,Male,Elementary school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,2,Going straight,Passenger,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,47100,Siang,0.16666666666666666,0.44864884805439376,0.2,0.471
18:35:00,Sunday,18-30,Male,Elementary school,Employee,5-10yr,Stationwagen,Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,66900,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.669
18:35:00,Sunday,31-50,Male,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,66900,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.669
19:10:00,Saturday,Unknown,Male,Elementary school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,18-30,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Overtaking,Slight Injury,1,0.0,0.0,1.0,0.0,69000,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.69
